Frame,Conf,X1,Y1,X2,Y2,Width,Height,Modified_Temp
12198,0.777841926,184,583,1758,639,1574,56,38.6
12199,0.789049625,184,583,1758,639,1574,56,38.6
12200,0.787727892,184,583,1758,639,1574,56,38.6
12201,0.787745476,184,583,1758,639,1574,56,38.6
12202,0.787702978,184,583,1758,639,1574,56,38.6
12203,0.787789345,184,583,1758,639,1574,56,38.6
12204,0.787708521,184,583,1758,639,1574,56,38.6
12205,0.787730992,184,583,1758,639,1574,56,38.6
12206,0.787762225,184,583,1758,639,1574,56,38.6
12207,0.795294404,184,582,1758,638,1574,56,38.6
12208,0.79589808,236,582,1811,637,1575,55,38.6
12209,0.795901358,236,582,1811,637,1575,55,38.6
12210,0.796973109,236,582,1811,637,1575,55,38.6
12211,0.796680272,236,582,1811,637,1575,55,38.6
12212,0.797109306,236,582,1811,637,1575,55,38.6
12213,0.797046185,236,582,1811,637,1575,55,38.6
12214,0.796716332,236,582,1811,637,1575,55,38.6
12215,0.797119081,236,582,1811,637,1575,55,38.6
12216,0.797190547,236,582,1811,637,1575,55,38.6
12217,0.785878718,288,581,1863,636,1575,55,38.6
12218,0.787639499,288,581,1863,636,1575,55,38.6
12219,0.788734972,288,581,1863,636,1575,55,38.6
12220,0.789691925,288,581,1863,636,1575,55,38.6
12221,0.790190876,288,581,1863,636,1575,55,38.6
12222,0.789776206,288,581,1863,636,1575,55,38.6
12223,0.789485335,288,581,1863,636,1575,55,38.6
12224,0.789997876,288,581,1863,636,1575,55,38.6
12225,0.790006936,288,581,1863,636,1575,55,38.6
12226,0.789537907,288,581,1863,636,1575,55,38.6
12227,0.802379131,184,580,1758,636,1574,56,38.6
12228,0.802366734,184,580,1758,636,1574,56,38.6
12229,0.794393539,184,579,1758,636,1574,57,38.6
12230,0.795430362,184,580,1758,636,1574,56,38.6
12231,0.795810461,184,580,1758,636,1574,56,38.6
12232,0.794346213,184,580,1758,636,1574,56,38.6
12233,0.796064973,184,580,1758,636,1574,56,38.6
12234,0.796182871,184,580,1758,636,1574,56,38.6
12235,0.794937432,184,580,1758,636,1574,56,38.6
12236,0.796557665,184,580,1758,636,1574,56,38.6
12237,0.770338714,288,578,1863,635,1575,57,38.6
12238,0.765819192,288,578,1863,635,1575,57,38.6
12239,0.767503023,288,578,1863,635,1575,57,38.6
12240,0.767273843,288,578,1863,635,1575,57,38.6
12241,0.765425265,288,578,1863,635,1575,57,38.6
12242,0.765619934,288,578,1863,635,1575,57,38.6
12243,0.766234577,288,578,1863,635,1575,57,38.6
12244,0.786502123,236,579,1811,634,1575,55,38.6
12245,0.785893738,236,579,1811,634,1575,55,38.6
12246,0.78591454,236,579,1811,634,1575,55,38.6
12247,0.786390603,236,579,1811,634,1575,55,38.6
12248,0.786124349,184,577,1758,634,1574,57,38.6
12249,0.781110644,184,577,1758,634,1574,57,38.6
12250,0.781141341,184,577,1758,634,1574,57,38.6
12251,0.783529937,184,577,1758,634,1574,57,38.6
12252,0.78229332,184,577,1758,634,1574,57,38.6
12253,0.781997979,184,577,1758,634,1574,57,38.6
12254,0.78317821,184,577,1758,634,1574,57,38.6
12255,0.783100784,184,577,1758,634,1574,57,38.6
12256,0.782271266,184,577,1758,634,1574,57,38.6
12257,0.782736123,184,577,1758,634,1574,57,38.6
12258,0.794044733,184,576,1758,632,1574,56,38.6
12259,0.793497205,184,576,1758,632,1574,56,38.6
12260,0.795792222,184,576,1758,632,1574,56,38.6
12261,0.796971679,184,576,1758,632,1574,56,38.6
12262,0.79513824,184,576,1758,632,1574,56,38.6
12263,0.797040164,184,576,1758,632,1574,56,38.6
12264,0.796991587,184,576,1758,632,1574,56,38.6
12265,0.795098126,184,576,1758,632,1574,56,38.6
12266,0.79868573,184,576,1758,632,1574,56,38.6
12267,0.798681855,184,576,1758,632,1574,56,38.6
12268,0.788893044,288,574,1863,630,1575,56,38.6
12269,0.790063083,288,574,1863,630,1575,56,38.6
12270,0.789029062,288,574,1863,630,1575,56,38.6
12271,0.791158974,288,574,1863,630,1575,56,38.6
12272,0.790560305,288,574,1863,630,1575,56,38.6
12273,0.790411174,288,574,1863,630,1575,56,38.6
12274,0.791497946,288,574,1863,630,1575,56,38.6
12275,0.787730753,288,574,1863,630,1575,56,38.6
12276,0.788013577,288,574,1863,630,1575,56,38.7
12277,0.789969087,184,573,1758,629,1574,56,38.7
12278,0.787454963,184,573,1758,629,1574,56,38.7
12279,0.782456696,184,573,1758,629,1574,56,38.7
12280,0.785415173,184,573,1758,629,1574,56,38.7
12281,0.784304082,184,573,1758,629,1574,56,38.7
12282,0.784012437,184,573,1758,629,1574,56,38.7
12283,0.78374207,184,573,1758,629,1574,56,38.7
12284,0.784197628,184,573,1758,629,1574,56,38.7
12285,0.784150958,184,573,1758,629,1574,56,38.7
12286,0.783691823,184,573,1758,629,1574,56,38.7
12287,0.784039438,184,572,1758,629,1574,57,38.7
12288,0.782627881,184,572,1758,629,1574,57,38.7
12289,0.770564437,184,572,1758,629,1574,57,38.7
12290,0.770548522,184,572,1758,629,1574,57,38.7
12291,0.770377398,184,572,1758,629,1574,57,38.7
12292,0.770420194,184,572,1758,629,1574,57,38.7
12293,0.770021915,184,572,1758,629,1574,57,38.7
12294,0.770071387,184,572,1758,629,1574,57,38.7
12295,0.769756198,184,572,1758,629,1574,57,38.7
12296,0.77026844,184,572,1758,629,1574,57,38.7
12297,0.77030617,184,572,1758,629,1574,57,38.7
12298,0.770038784,184,572,1758,629,1574,57,38.7
12299,0.773428857,236,572,1811,628,1575,56,38.7
12300,0.773214459,236,572,1811,628,1575,56,38.7
12301,0.763836503,288,572,1863,627,1575,55,38.7
12302,0.762796283,288,572,1863,627,1575,55,38.7
12303,0.762826085,288,572,1863,627,1575,55,38.7
12304,0.763619602,288,572,1863,627,1575,55,38.7
12305,0.762881935,288,572,1863,627,1575,55,38.7
12306,0.762881935,288,572,1863,627,1575,55,38.7
12307,0.763544321,288,572,1863,627,1575,55,38.7
12308,0.766427755,236,571,1811,627,1575,56,38.7
12309,0.767850399,236,571,1811,627,1575,56,38.7
12310,0.76950866,236,571,1811,627,1575,56,38.7
12311,0.769055843,236,571,1811,627,1575,56,38.7
12312,0.768968761,236,571,1811,627,1575,56,38.7
12313,0.76914233,236,571,1811,627,1575,56,38.7
12314,0.769139409,236,571,1811,627,1575,56,38.7
12315,0.769143045,236,571,1811,627,1575,56,38.7
12316,0.769518793,236,571,1811,627,1575,56,38.7
12317,0.769939601,236,571,1811,627,1575,56,38.7
12318,0.747337401,288,571,1863,626,1575,55,38.7
12319,0.747418344,288,571,1863,626,1575,55,38.7
12320,0.740592659,288,571,1863,626,1575,55,38.7
12321,0.741080284,288,571,1863,626,1575,55,38.7
12322,0.74420476,288,571,1863,626,1575,55,38.7
12323,0.741983235,288,571,1863,626,1575,55,38.7
12324,0.741894841,288,571,1863,626,1575,55,38.7
12325,0.744475186,288,571,1863,626,1575,55,38.7
12326,0.745069563,236,570,1811,626,1575,56,38.7
12327,0.74406606,236,570,1811,626,1575,56,38.7
12328,0.735271633,288,571,1863,626,1575,55,38.7
12329,0.73008883,236,570,1811,626,1575,56,38.7
12330,0.729789734,184,570,1758,626,1574,56,38.7
12331,0.726835668,288,571,1863,626,1575,55,38.7
12332,0.738376498,184,571,1758,627,1574,56,38.7
12333,0.738054454,184,571,1758,627,1574,56,38.7
12334,0.73387742,184,571,1758,627,1574,56,38.7
12335,0.738191009,184,571,1758,627,1574,56,38.7
12336,0.738370001,184,571,1758,627,1574,56,38.7
12337,0.735092521,236,571,1811,627,1575,56,38.7
12338,0.725042522,236,571,1811,627,1575,56,38.7
12339,0.726344883,236,571,1811,627,1575,56,38.7
12340,0.729806185,236,571,1811,627,1575,56,38.7
12341,0.72693938,236,571,1811,627,1575,56,38.7
12342,0.727235436,236,571,1811,627,1575,56,38.7
12343,0.727059424,236,571,1811,627,1575,56,38.7
12344,0.726355433,236,571,1811,627,1575,56,38.7
12345,0.726346493,236,571,1811,627,1575,56,38.7
12346,0.726888359,236,571,1811,627,1575,56,38.7
12347,0.721773088,236,571,1811,627,1575,56,38.7
12348,0.761502087,236,571,1811,627,1575,56,38.7
12349,0.757307768,288,571,1863,627,1575,56,38.7
12350,0.760901093,288,571,1863,627,1575,56,38.7
12351,0.75931865,288,571,1863,627,1575,56,38.7
12352,0.758463562,288,571,1863,627,1575,56,38.7
12353,0.759667456,288,571,1863,627,1575,56,38.7
12354,0.759432435,288,571,1863,627,1575,56,38.7
12355,0.759381354,288,571,1863,627,1575,56,38.7
12356,0.760673881,288,571,1863,627,1575,56,38.7
12357,0.760977447,288,571,1863,627,1575,56,38.7
12358,0.758680284,236,571,1811,627,1575,56,38.7
12359,0.750332177,288,571,1863,627,1575,56,38.7
12360,0.750909448,288,571,1863,627,1575,56,38.7
12361,0.749347389,288,571,1863,627,1575,56,38.7
12362,0.751566231,288,571,1863,627,1575,56,38.7
12363,0.751536965,288,571,1863,627,1575,56,38.7
12364,0.750630617,288,571,1863,627,1575,56,38.7
12365,0.751553237,288,571,1863,627,1575,56,38.7
12366,0.751682937,288,571,1863,627,1575,56,38.7
12367,0.750462472,288,571,1863,627,1575,56,38.7
12368,0.744718552,236,570,1811,626,1575,56,38.7
12369,0.744436622,236,570,1811,626,1575,56,38.7
12370,0.747946739,236,570,1811,626,1575,56,38.7
12371,0.747021317,236,570,1811,626,1575,56,38.7
12372,0.747431695,236,570,1811,626,1575,56,38.7
12373,0.748114765,236,570,1811,626,1575,56,38.7
12374,0.747106552,236,570,1811,626,1575,56,38.7
12375,0.728768408,236,571,1811,626,1575,55,38.7
12376,0.729823411,236,571,1811,626,1575,55,38.7
12377,0.728726327,236,571,1811,626,1575,55,38.7
12378,0.726655602,184,570,1758,626,1574,56,38.7
12379,0.730445325,184,570,1758,626,1574,56,38.7
12380,0.728296638,184,570,1758,626,1574,56,38.7
12381,0.727582991,184,570,1758,626,1574,56,38.7
12382,0.729319453,184,570,1758,626,1574,56,38.7
12383,0.727126479,184,570,1758,626,1574,56,38.7
12384,0.727082193,184,570,1758,626,1574,56,38.7
12385,0.729390144,184,570,1758,626,1574,56,38.7
12386,0.725738406,184,570,1758,626,1574,56,38.7
12387,0.728557885,236,570,1811,625,1575,55,38.7
12388,0.727844417,236,570,1811,625,1575,55,38.7
12389,0.726921916,236,570,1811,625,1575,55,38.7
12390,0.725742638,236,570,1811,625,1575,55,38.7
12391,0.727003276,236,570,1811,625,1575,55,38.7
12392,0.727623284,236,570,1811,625,1575,55,38.7
12393,0.72777617,236,570,1811,625,1575,55,38.7
12394,0.728957117,236,570,1811,625,1575,55,38.7
12395,0.726484001,236,570,1811,625,1575,55,38.7
12396,0.726678967,236,570,1811,625,1575,55,38.7
12397,0.712578237,288,570,1863,624,1575,54,38.7
12398,0.711616278,288,570,1863,624,1575,54,38.7
12399,0.715529442,288,570,1863,625,1575,55,38.7
12400,0.708987951,236,570,1811,624,1575,54,38.7
12401,0.711095989,236,570,1811,625,1575,55,38.7
12402,0.710699499,236,570,1811,625,1575,55,38.7
12403,0.709661722,236,570,1811,625,1575,55,38.7
12404,0.71112293,236,570,1811,625,1575,55,38.7
12405,0.711094856,236,570,1811,625,1575,55,38.7
12406,0.709985733,236,570,1811,625,1575,55,38.7
12407,0.710784018,236,570,1811,624,1575,54,38.7
12408,0.692244768,236,569,1811,624,1575,55,38.7
12409,0.693936288,236,569,1811,624,1575,55,38.7
12410,0.693455279,236,569,1811,624,1575,55,38.7
12411,0.694894791,236,569,1811,624,1575,55,38.7
12412,0.694564402,236,569,1811,624,1575,55,38.7
12413,0.695076704,236,569,1811,624,1575,55,38.7
12414,0.695154965,236,569,1811,624,1575,55,38.7
12415,0.694467962,236,569,1811,624,1575,55,38.7
12416,0.694705427,236,569,1811,624,1575,55,38.7
12417,0.695342422,236,569,1811,624,1575,55,38.7
12418,0.616134942,236,568,1811,623,1575,55,38.7
12419,0.618027806,236,568,1811,623,1575,55,38.7
12420,0.612735748,236,568,1811,623,1575,55,38.7
12421,0.640713811,236,568,1811,624,1575,56,38.7
12422,0.642874658,236,568,1811,624,1575,56,38.7
12423,0.642760217,236,568,1811,624,1575,56,38.7
12424,0.641381979,236,568,1811,624,1575,56,38.7
12425,0.640929401,236,568,1811,624,1575,56,38.7
12426,0.640901268,236,568,1811,624,1575,56,38.7
12427,0.639983714,236,568,1811,624,1575,56,38.7
12428,0.640999794,236,568,1811,624,1575,56,38.7
12429,0.462544858,184,567,1758,623,1574,56,38.7
12430,0.467277408,184,567,1758,623,1574,56,38.7
12431,0.462742746,184,567,1758,623,1574,56,38.7
12432,0.464079171,184,567,1758,623,1574,56,38.7
12433,0.466094375,184,567,1758,623,1574,56,38.7
12434,0.463502586,184,567,1758,623,1574,56,38.7
12435,0.463742107,184,567,1758,623,1574,56,38.7
12436,0.466229439,184,567,1758,623,1574,56,38.7
12437,0.462508231,184,567,1758,623,1574,56,38.7
12438,0.51920265,236,564,1811,620,1575,56,38.7
12439,0.488751143,236,564,1811,620,1575,56,38.7
12440,0.488920599,236,564,1811,620,1575,56,38.7
12441,0.487070233,236,564,1811,620,1575,56,38.7
12442,0.485338598,236,564,1811,620,1575,56,38.7
12443,0.490374088,236,564,1811,620,1575,56,38.7
12444,0.490369052,236,564,1811,620,1575,56,38.7
12445,0.486050427,236,564,1811,620,1575,56,38.7
12446,0.491070747,236,564,1811,620,1575,56,38.7
12447,0.490939915,236,564,1811,620,1575,56,38.7
12448,0.486913949,236,564,1811,620,1575,56,38.7
12449,0.646380484,236,563,1811,618,1575,55,38.7
12450,0.637806654,236,563,1811,618,1575,55,38.7
12451,0.623056412,236,563,1811,618,1575,55,38.7
12452,0.625134468,236,563,1811,618,1575,55,38.7
12453,0.62400806,236,563,1811,618,1575,55,38.7
12454,0.62219882,236,563,1811,618,1575,55,38.8
12455,0.624327064,236,563,1811,618,1575,55,38.8
12456,0.624322891,236,563,1811,618,1575,55,38.8
12457,0.622657895,236,563,1811,618,1575,55,38.8
12458,0.623147905,236,563,1811,618,1575,55,38.8
12459,0.600349069,446,561,2020,615,1574,54,38.8
12460,0.605263472,446,561,2020,615,1574,54,38.8
12461,0.599848449,446,561,2020,615,1574,54,38.8
12462,0.593247116,446,561,2020,615,1574,54,38.8
12463,0.596619964,446,561,2020,615,1574,54,38.8
12464,0.58875674,446,561,2020,615,1574,54,38.8
12465,0.589208424,446,561,2020,615,1574,54,38.8
12466,0.598385215,446,561,2020,615,1574,54,38.8
12467,0.653777957,498,562,2073,615,1575,53,38.8
12468,0.740186453,446,556,2020,611,1574,55,38.8
12469,0.739566267,446,556,2020,611,1574,55,38.8
12470,0.743970811,446,556,2020,611,1574,55,38.8
12471,0.745340765,446,556,2020,611,1574,55,38.8
12472,0.74558121,446,556,2020,611,1574,55,38.8
12473,0.74796629,446,556,2020,611,1574,55,38.8
12474,0.748364568,446,556,2020,611,1574,55,38.8
12475,0.748359382,446,556,2020,611,1574,55,38.8
12476,0.748016953,446,556,2020,611,1574,55,38.8
12477,0.747795463,446,556,2020,611,1574,55,38.8
12478,0.734371483,236,552,1811,607,1575,55,38.8
12479,0.730540991,236,552,1811,607,1575,55,38.8
12480,0.734095812,446,552,2020,607,1574,55,38.8
12481,0.735546887,446,552,2020,607,1574,55,38.8
12482,0.737168849,446,553,2020,607,1574,54,38.8
12483,0.737048745,446,553,2020,607,1574,54,38.8
12484,0.736824811,446,552,2020,607,1574,55,38.8
12485,0.737651885,446,553,2020,607,1574,54,38.8
12486,0.737799227,446,553,2020,607,1574,54,38.8
12487,0.737273037,446,552,2020,607,1574,55,38.8
12488,0.708793402,446,551,2020,606,1574,55,38.8
12489,0.709387302,446,551,2020,606,1574,55,38.8
12490,0.70939374,446,551,2020,606,1574,55,38.8
12491,0.710606158,446,551,2020,606,1574,55,38.8
12492,0.708182931,446,551,2020,606,1574,55,38.8
12493,0.708649933,446,551,2020,606,1574,55,38.8
12494,0.707792044,446,551,2020,606,1574,55,38.8
12495,0.708399951,446,551,2020,606,1574,55,38.8
12496,0.708404183,446,551,2020,606,1574,55,38.8
12497,0.710003912,446,551,2020,606,1574,55,38.8
12498,0.657255232,236,550,1811,605,1575,55,38.8
12499,0.659996688,446,550,2020,605,1574,55,38.8
12500,0.654111028,446,550,2020,605,1574,55,38.8
12501,0.660476327,446,550,2020,605,1574,55,38.8
12502,0.659925342,446,550,2020,605,1574,55,38.8
12503,0.658413947,446,550,2020,605,1574,55,38.8
12504,0.658644915,446,550,2020,605,1574,55,38.8
12505,0.659088492,446,550,2020,605,1574,55,38.8
12506,0.659780741,446,550,2020,605,1574,55,38.8
12507,0.659637332,446,550,2020,605,1574,55,38.8
12508,0.659665167,446,550,2020,605,1574,55,38.8
12509,0.719280958,236,548,1811,604,1575,56,38.8
12510,0.710647821,236,548,1811,604,1575,56,38.8
12511,0.710917294,236,548,1811,604,1575,56,38.8
12512,0.71814239,236,548,1811,604,1575,56,38.8
12513,0.717727482,236,548,1811,604,1575,56,38.8
12514,0.718635738,236,548,1811,604,1575,56,38.8
12515,0.716689825,236,548,1811,604,1575,56,38.8
12516,0.716476142,236,548,1811,604,1575,56,38.8
12517,0.717126429,236,548,1811,604,1575,56,38.8
12518,0.714127302,446,548,2020,604,1574,56,38.8
12519,0.708484232,236,548,1811,604,1575,56,38.8
12520,0.715185463,236,547,1811,604,1575,57,38.8
12521,0.711233139,236,547,1811,604,1575,57,38.8
12522,0.711926579,236,547,1811,604,1575,57,38.8
12523,0.715026557,236,547,1811,604,1575,57,38.8
12524,0.713052511,236,547,1811,604,1575,57,38.8
12525,0.712957382,236,547,1811,604,1575,57,38.8
12526,0.713552535,236,547,1811,604,1575,57,38.8
12527,0.712899089,236,547,1811,604,1575,57,38.8
12528,0.712405562,236,547,1811,604,1575,57,38.8
12529,0.683230102,446,547,2020,603,1574,56,38.8
12530,0.691451669,446,547,2020,603,1574,56,38.8
12531,0.690721989,446,547,2020,603,1574,56,38.8
12532,0.690279305,446,547,2020,603,1574,56,38.8
12533,0.693886399,446,547,2020,603,1574,56,38.8
12534,0.693912446,446,547,2020,603,1574,56,38.8
12535,0.693068922,446,547,2020,603,1574,56,38.8
12536,0.695435524,446,547,2020,603,1574,56,38.8
12537,0.695174277,446,547,2020,603,1574,56,38.8
12538,0.695488274,446,547,2020,603,1574,56,38.8
12539,0.647408009,236,546,1811,602,1575,56,38.8
12540,0.656655669,236,546,1811,602,1575,56,38.8
12541,0.658381343,236,546,1811,602,1575,56,38.8
12542,0.658721149,236,546,1811,603,1575,57,38.8
12543,0.65866971,236,546,1811,603,1575,57,38.8
12544,0.658367932,236,546,1811,602,1575,56,38.8
12545,0.65838623,236,546,1811,603,1575,57,38.8
12546,0.658526897,236,546,1811,603,1575,57,38.8
12547,0.658528149,236,546,1811,603,1575,57,38.8
12548,0.659015298,236,546,1811,603,1575,57,38.8
12549,0.709510446,289,547,1863,603,1574,56,38.8
12550,0.707385898,236,547,1811,603,1575,56,38.8
12551,0.707633615,236,547,1811,603,1575,56,38.8
12552,0.707689404,289,547,1863,602,1574,55,38.8
12553,0.707477331,236,547,1811,603,1575,56,38.8
12554,0.706139505,236,547,1811,603,1575,56,38.8
12555,0.706836462,289,547,1863,602,1574,55,38.8
12556,0.708261251,289,547,1863,602,1574,55,38.8
12557,0.743736088,236,547,1811,603,1575,56,38.8
12558,0.726622283,236,547,1811,604,1575,57,38.8
12559,0.725990593,236,547,1811,604,1575,57,38.8
12560,0.723860085,236,547,1811,604,1575,57,38.8
12561,0.72485882,236,547,1811,604,1575,57,38.8
12562,0.723358929,236,547,1811,604,1575,57,38.8
12563,0.724344373,236,547,1811,604,1575,57,38.8
12564,0.724526107,236,547,1811,604,1575,57,38.8
12565,0.724146962,236,547,1811,604,1575,57,38.8
12566,0.721462369,236,547,1811,604,1575,57,38.8
12567,0.722300828,236,547,1811,604,1575,57,38.8
12568,0.716997981,236,547,1811,603,1575,56,38.8
12569,0.717258513,236,547,1811,603,1575,56,38.8
12570,0.72301203,236,547,1811,603,1575,56,38.8
12571,0.72275418,236,547,1811,603,1575,56,38.8
12572,0.723897636,236,547,1811,603,1575,56,38.8
12573,0.724056959,236,547,1811,603,1575,56,38.8
12574,0.722710729,236,547,1811,603,1575,56,38.8
12575,0.723802686,236,547,1811,603,1575,56,38.8
12576,0.723694444,236,547,1811,603,1575,56,38.8
12577,0.722397268,236,547,1811,603,1575,56,38.8
12578,0.722366154,236,547,1811,603,1575,56,38.8
12579,0.746632874,236,549,1811,605,1575,56,38.8
12580,0.751564026,236,549,1811,605,1575,56,38.8
12581,0.755568385,236,549,1811,605,1575,56,38.8
12582,0.755862296,236,549,1811,605,1575,56,38.8
12583,0.753167629,236,549,1811,605,1575,56,38.8
12584,0.756184757,236,549,1811,605,1575,56,38.8
12585,0.756418407,236,549,1811,605,1575,56,38.8
12586,0.753783643,236,549,1811,605,1575,56,38.8
12587,0.755350888,236,549,1811,605,1575,56,38.8
12588,0.755786955,236,549,1811,605,1575,56,38.8
12589,0.754677713,236,550,1811,605,1575,55,38.8
12590,0.750785828,236,550,1811,605,1575,55,38.8
12591,0.751015961,236,550,1811,605,1575,55,38.8
12592,0.751892686,236,550,1811,605,1575,55,38.8
12593,0.750305653,236,550,1811,605,1575,55,38.8
12594,0.750639915,236,550,1811,605,1575,55,38.8
12595,0.751819551,236,550,1811,605,1575,55,38.8
12596,0.749488473,236,550,1811,605,1575,55,38.8
12597,0.749626219,236,550,1811,605,1575,55,38.8
12598,0.751214206,236,550,1811,605,1575,55,38.8
12599,0.752708554,236,550,1810,606,1574,56,38.8
12600,0.752476275,236,550,1810,606,1574,56,38.8
12601,0.75631696,236,550,1810,606,1574,56,38.8
12602,0.756110907,236,550,1810,606,1574,56,38.8
12603,0.756103337,236,550,1810,606,1574,56,38.8
12604,0.756189346,236,550,1810,606,1574,56,38.8
12605,0.756129265,236,550,1810,606,1574,56,38.8
12606,0.756059945,236,550,1810,606,1574,56,38.8
12607,0.756086826,236,550,1810,606,1574,56,38.8
12608,0.769195378,236,551,1811,607,1575,56,38.8
12609,0.769520819,236,551,1811,607,1575,56,38.8
12610,0.76349026,236,551,1811,607,1575,56,38.8
12611,0.763758957,236,551,1811,607,1575,56,38.8
12612,0.76367265,236,551,1811,607,1575,56,38.8
12613,0.763487697,236,551,1811,607,1575,56,38.8
12614,0.763582289,236,551,1811,607,1575,56,38.8
12615,0.763707221,236,551,1811,607,1575,56,38.8
12616,0.763880014,236,551,1811,607,1575,56,38.8
12617,0.763714969,236,551,1811,607,1575,56,38.8
12618,0.763655841,236,551,1811,607,1575,56,38.8
12619,0.772940993,236,553,1811,608,1575,55,38.8
12620,0.774077296,236,553,1811,608,1575,55,38.8
12621,0.771530211,236,553,1811,608,1575,55,38.8
12622,0.771559238,236,553,1811,608,1575,55,38.8
12623,0.770870149,236,553,1811,608,1575,55,38.8
12624,0.770996332,236,553,1811,608,1575,55,38.8
12625,0.770774305,236,553,1811,608,1575,55,38.8
12626,0.771024704,236,553,1811,608,1575,55,38.8
12627,0.771128654,236,553,1811,608,1575,55,38.8
12628,0.770989954,236,553,1811,608,1575,55,38.8
12629,0.771881759,236,553,1811,609,1575,56,38.8
12630,0.773860872,236,553,1811,609,1575,56,38.8
12631,0.773083866,236,553,1811,609,1575,56,38.8
12632,0.772699535,236,553,1811,609,1575,56,38.8
12633,0.772907674,236,553,1811,609,1575,56,38.8
12634,0.773062944,236,553,1811,609,1575,56,38.8
12635,0.772669792,236,553,1811,609,1575,56,38.8
12636,0.772597849,236,553,1811,609,1575,56,38.8
12637,0.77259618,236,553,1811,609,1575,56,38.8
12638,0.772042871,236,553,1811,609,1575,56,38.8
12639,0.765133321,289,553,1863,608,1574,55,38.8
12640,0.767665267,289,553,1863,608,1574,55,38.8
12641,0.761353135,289,553,1863,608,1574,55,38.8
12642,0.769965172,236,554,1811,609,1575,55,38.8
12643,0.771666646,236,554,1811,609,1575,55,38.8
12644,0.769714296,236,554,1811,609,1575,55,38.8
12645,0.770015836,236,554,1811,609,1575,55,38.8
12646,0.770225823,236,554,1811,609,1575,55,38.8
12647,0.769536078,236,554,1811,609,1575,55,38.9
12648,0.769054055,236,554,1811,609,1575,55,38.9
12649,0.76953721,289,554,1863,609,1574,55,38.9
12650,0.764440596,289,554,1863,609,1574,55,38.9
12651,0.765287399,289,554,1863,609,1574,55,38.9
12652,0.765254378,289,554,1863,609,1574,55,38.9
12653,0.765816033,289,554,1863,609,1574,55,38.9
12654,0.765847862,289,554,1863,609,1574,55,38.9
12655,0.76573509,289,554,1863,609,1574,55,38.9
12656,0.767063737,289,554,1863,609,1574,55,38.9
12657,0.767070889,289,554,1863,609,1574,55,38.9
12658,0.765813529,289,554,1863,609,1574,55,38.9
12659,0.767382205,289,554,1863,609,1574,55,38.9
12660,0.765465081,289,554,1863,610,1574,56,38.9
12661,0.770187378,289,554,1863,610,1574,56,38.9
12662,0.769826472,289,554,1863,610,1574,56,38.9
12663,0.76962465,289,554,1863,610,1574,56,38.9
12664,0.76897043,289,554,1863,610,1574,56,38.9
12665,0.769189537,289,554,1863,610,1574,56,38.9
12666,0.769272566,289,554,1863,610,1574,56,38.9
12667,0.768851638,289,554,1863,610,1574,56,38.9
12668,0.769586444,289,554,1863,610,1574,56,38.9
12669,0.769762337,236,554,1811,610,1575,56,38.9
12670,0.768284261,236,554,1811,610,1575,56,38.9
12671,0.76776427,236,554,1811,610,1575,56,38.9
12672,0.768523872,236,554,1811,610,1575,56,38.9
12673,0.767659068,236,554,1811,610,1575,56,38.9
12674,0.769179881,236,554,1811,610,1575,56,38.9
12675,0.769047797,236,554,1811,610,1575,56,38.9
12676,0.768196106,236,554,1811,610,1575,56,38.9
12677,0.767523885,236,554,1811,610,1575,56,38.9
12678,0.754979432,236,554,1811,610,1575,56,38.9
12679,0.757711232,236,554,1811,610,1575,56,38.9
12680,0.75837779,236,554,1811,610,1575,56,38.9
12681,0.75833571,236,554,1811,610,1575,56,38.9
12682,0.75662601,236,554,1811,610,1575,56,38.9
12683,0.758137047,236,554,1811,610,1575,56,38.9
12684,0.757992804,236,554,1811,610,1575,56,38.9
12685,0.758320153,236,554,1811,610,1575,56,38.9
12686,0.766742408,236,555,1811,610,1575,55,38.9
12687,0.766631484,236,555,1811,610,1575,55,38.9
12688,0.76653403,289,554,1863,610,1574,56,38.9
12689,0.767179072,236,555,1811,610,1575,55,38.9
12690,0.7829265,289,554,1863,610,1574,56,38.9
12691,0.779654682,289,554,1863,610,1574,56,38.9
12692,0.780525982,289,554,1863,610,1574,56,38.9
12693,0.780504346,289,554,1863,610,1574,56,38.9
12694,0.779377103,289,554,1863,610,1574,56,38.9
12695,0.780694544,289,554,1863,610,1574,56,38.9
12696,0.780694544,289,554,1863,610,1574,56,38.9
12697,0.780398786,289,554,1863,610,1574,56,38.9
12698,0.780591071,289,554,1863,610,1574,56,38.9
12699,0.77378732,236,553,1811,609,1575,56,38.9
12700,0.773079753,236,553,1811,609,1575,56,38.9
12701,0.773966968,236,553,1811,609,1575,56,38.9
12702,0.772886932,236,553,1811,609,1575,56,38.9
12703,0.773412168,236,553,1811,609,1575,56,38.9
12704,0.773498595,236,553,1811,609,1575,56,38.9
12705,0.773557961,236,553,1811,609,1575,56,38.9
12706,0.77348721,236,553,1811,609,1575,56,38.9
12707,0.772251248,236,553,1811,609,1575,56,38.9
12708,0.772745073,236,553,1811,609,1575,56,38.9
12709,0.777662992,289,552,1863,607,1574,55,38.9
12710,0.779415846,289,552,1863,607,1574,55,38.9
12711,0.779580057,289,552,1863,607,1574,55,38.9
12712,0.779564917,289,552,1863,607,1574,55,38.9
12713,0.779622495,289,552,1863,607,1574,55,38.9
12714,0.779723287,289,552,1863,607,1574,55,38.9
